2025-11-19,1.2669515948155643
2025-11-20,1.204938151320817
2025-11-21,1.1596473174743798
2025-11-23,1.1024964645861677
2025-11-24,1.0415142524609535
2025-11-25,1.1054488943762675
2025-11-26,1.052106052192559
2025-11-27,1.016490300573
2025-11-28,0.9661524037666221
2025-11-30,0.9959515513612097
2025-12-01,0.9472487047704041
2025-12-02,0.9028333717586228
2025-12-03,0.8763501291438904
2025-12-04,0.8434056966943925
2025-12-05,0.8110077160882769
2025-12-07,0.786773006429535
2025-12-08,0.7589286366652584
2025-12-09,0.7396815685973696
2025-12-10,0.7213701214268274
2025-12-11,0.7113578349964123
2025-12-12,0.7540814794475742
2025-12-14,1.1433025865216328
